uniqID,GeneID,locus_tag,UniProtID,type,localz,gene,product,KG_FG,KG_FM,KG_PC,KG_PG,KG_PW,UP_FM,UP_PW,UP_KW
g1713,885091,Rv1657,P9WPY9,CDS,Cytoplasmic,argR,Arginine repressor,genetic information processing,Transcription factors,,,,ArgR family,Amino-acid biosynthesis; L-arginine biosynthesis [regulation],3D-structure;Amino-acid biosynthesis;Arginine biosynthesis;Cytoplasm;DNA-binding;Reference proteome;Repressor;Transcription;Transcription regulation
g1714,885645,Rv1658,P9WPW7,CDS,Cytoplasmic,argG,Argininosuccinate synthase,signaling and cellular processes,Exosome,Metabolism,Amino acid metabolism,"Alanine, aspartate and glutamate metabolism; Arginine biosynthesis",argininosuccinate synthase family. Type 1 subfamily,Amino-acid biosynthesis; L-arginine biosynthesis; L-arginine from L-ornithine and carbamoyl phosphate,Amino-acid biosynthesis;Arginine biosynthesis;ATP-binding;Cytoplasm;Ligase;Nucleotide-binding;Reference proteome
g1715,885365,Rv1659,P9WPY7,CDS,Cytoplasmic,argH,Argininosuccinate lyase,signaling and cellular processes,Exosome,Metabolism,Amino acid metabolism,"Alanine, aspartate and glutamate metabolism; Arginine biosynthesis",lyase 1 family. Argininosuccinate lyase subfamily,Amino-acid biosynthesis; L-arginine biosynthesis; L-arginine from L-ornithine and carbamoyl phosphate,3D-structure;Amino-acid biosynthesis;Arginine biosynthesis;Cytoplasm;Lyase;Reference proteome
g1716,885112,Rv1660,P9WPF5,CDS,Cytoplasmic,pks10,Polyketide synthase-like Pks10,metabolism,Polyketide biosynthesis proteins,,,,thiolase-like superfamily. Chalcone/stilbene synthases family,Lipid metabolism; fatty acid biosynthesis,Acyltransferase;Fatty acid metabolism;Lipid metabolism;Reference proteome;Transferase
g1717,885108,Rv1661,P94996,CDS,Cytoplasmic,pks7,polyketide synthase,metabolism,Lipid biosynthesis proteins,,,,,Antibiotic biosynthesis; Lipid metabolism,Acyltransferase;Antibiotic biosynthesis;Fatty acid metabolism;Lipid metabolism;Multifunctional enzyme;Phosphopantetheine;Phosphoprotein;Reference proteome;Transferase
g1718,885527,Rv1662,O65933,CDS,Cytoplasmic,pks8,polyketide synthase,metabolism,Lipid biosynthesis proteins,,,,,,Acyltransferase;Antibiotic biosynthesis;Multifunctional enzyme;Phosphopantetheine;Phosphoprotein;Reference proteome;Transferase
g1719,885523,Rv1663,O06585,CDS,Cytoplasmic,pks17,polyketide synthase,metabolism,Lipid biosynthesis proteins,,,,,Lipid metabolism,Fatty acid metabolism;Lipid metabolism;Phosphopantetheine;Phosphoprotein;Reference proteome;Transferase
g1720,885519,Rv1664,O06586,CDS,Cytoplasmic,pks9,polyketide synthase,,,,,,,Lipid metabolism,Acyltransferase;Fatty acid metabolism;Lipid metabolism;Phosphopantetheine;Phosphoprotein;Reference proteome;Transferase
g1721,885525,Rv1665,P9WPF3,CDS,Cytoplasmic,pks11,Methyl-branched alkylpyrone synthesis polyketide synthase-like Pks11,metabolism,Polyketide biosynthesis proteins,,,,thiolase-like superfamily. Chalcone/stilbene synthases family,Lipid metabolism; fatty acid biosynthesis,3D-structure;Acyltransferase;Fatty acid metabolism;Lipid metabolism;Reference proteome;Transferase
g1722,885528,Rv1666c,P9WPM1,CDS,Cytoplasmic,cyp139,Putative cytochrome P450 139,,,,,,cytochrome P450 family,,Heme;Iron;Metal-binding;Monooxygenase;Oxidoreductase;Reference proteome
g1723,,Rv1667c,O53915,CDS,Cytoplasmic,,Probable second part of macrolide-transport ATP-binding protein ABC transporter,,,,,,,,ATP-binding;Nucleotide-binding;Reference proteome
g1724,,Rv1668c,O53916,CDS,Cytoplasmic,,Probable first part of macrolide-transport ATP-binding protein ABC transporter,,,,,,,,ATP-binding;Nucleotide-binding;Reference proteome
g1725,885701,Rv1669,O86371,CDS,Extracellular,,hypothetical protein,,,,,,,,Reference proteome
g1726,885702,Rv1670,O53917,CDS,Cytoplasmic,,DUF427 domain-containing protein,,,,,,,,Reference proteome
g1727,885698,Rv1671,O53918,CDS,Plasma Membrane,,membrane protein,,,,,,,,Membrane;Reference proteome;Transmembrane;Transmembrane helix
g1728,885700,Rv1672c,O53919,CDS,Plasma Membrane,,integral membrane transport protein,,,,,,,,Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
g1729,885695,Rv1673c,O53920,CDS,Cytoplasmic,,Transglutaminase-like domain-containing protein,,,,,,,,Reference proteome
g1730,885696,Rv1674c,O53921,CDS,Cytoplasmic,,transcriptional regulator,,,,,,,,DNA-binding;Reference proteome;Transcription;Transcription regulation
g1731,885693,Rv1675c,P9WMH5,CDS,Cytoplasmic,cmr,HTH-type transcriptional regulator Cmr,genetic information processing,Transcription factors,,,,,,3D-structure;Activator;DNA-binding;Reference proteome;Transcription;Transcription regulation
g1732,885694,Rv1676,O53923,CDS,Plasma Membrane,,hypothetical protein,,,,,,,,Reference proteome
g1733,885690,Rv1677,I6XYM2,CDS,Plasma Membrane,dsbF,Soluble secreted antigen MPT53,,,,,,thioredoxin family,,Disulfide bond;Lipoprotein;Redox-active center;Reference proteome;Secreted;Signal
g1734,885691,Rv1678,O53925,CDS,Plasma Membrane,,integral membrane protein,,,,,,,,Membrane;Reference proteome;Transmembrane;Transmembrane helix
g1735,885688,Rv1679,O53926,CDS,Cytoplasmic,fadE16,acyl-CoA dehydrogenase FadE16,,,,,,acyl-CoA dehydrogenase family,,FAD;Flavoprotein;Oxidoreductase;Reference proteome
g1736,885689,Rv1680,O33182,CDS,Cytoplasmic,,Phosphate ABC transporter substrate-binding protein,,,,,,,,Reference proteome
g1737,885683,Rv1681,O33183,CDS,Cytoplasmic,moeX,molybdopterin biosynthesis protein MoeX,,,,,,,,Iron;Iron-sulfur;Metal-binding;Reference proteome;S-adenosyl-L-methionine
g1738,885686,Rv1682,O33184,CDS,Cytoplasmic,,hypothetical protein,,,,,,,,Coiled coil;Reference proteome
g1739,885687,Rv1683,O33185,CDS,Cytoplasmic,,bifunctional long-chain acyl-CoA synthase/lipase,metabolism,Lipid biosynthesis proteins,,,,ATP-dependent AMP-binding enzyme family,,ATP-binding;Ligase;Nucleotide-binding;Reference proteome
g1740,885680,Rv1684,O33186,CDS,Cytoplasmic,,UPF0434 protein Rv1684,,,,,,UPF0434 family,,Reference proteome
g1741,885682,Rv1685c,O33187,CDS,Cytoplasmic,,HTH tetR-type domain-containing protein,,,,,,,,DNA-binding;Reference proteome
g1742,885672,Rv1686c,O33188,CDS,Plasma Membrane,,Transport permease protein,signaling and cellular processes,Transporters,,,,ABC-2 integral membrane protein family,,Antibiotic resistance;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
g1743,885678,Rv1687c,O33189,CDS,Plasma Membrane,,ABC transporter ATP-binding protein,signaling and cellular processes,Transporters,,,,,,ATP-binding;Nucleotide-binding;Reference proteome
g1744,885679,Rv1688,P9WJP7,CDS,Cytoplasmic,mpg,Putative 3-methyladenine DNA glycosylase,genetic information processing,DNA repair and recombination proteins,Genetic Information Processing,Replication and repair,Base excision repair,DNA glycosylase MPG family,,DNA damage;DNA repair;Hydrolase;Reference proteome
g1745,885668,Rv1689,P9WFT1,CDS,Cytoplasmic,tyrS,Tyrosine--tRNA ligase,metabolism; genetic information processing,Amino acid related enzymes; Transfer RNA biogenesis; Mitochondrial biogenesis,Genetic Information Processing,Translation,Aminoacyl-tRNA biosynthesis,class-I aminoacyl-tRNA synthetase family. TyrS type 1 subfamily,,3D-structure;Aminoacyl-tRNA synthetase;ATP-binding;Cytoplasm;Ligase;Nucleotide-binding;Protein biosynthesis;Reference proteome;RNA-binding
g1746,885670,Rv1690,O33192,CDS,Extracellular,lprJ,Putative lipoprotein LprJ,,,,,,,,Cell membrane;Lipoprotein;Membrane;Palmitate;Reference proteome;Signal;Transmembrane;Transmembrane helix
g1747,885665,Rv1691,O33193,CDS,Cytoplasmic,,Tetratrico peptide repeat group 5 domain-containing protein,,,,,,,,Reference proteome
g1748,885241,Rv1692,O33194,CDS,Cytoplasmic,,D-glycerol 3-phosphate phosphatase,,,Metabolism,Lipid metabolism,Glycerolipid metabolism,HAD-like hydrolase superfamily,Glycerolipid metabolism,3D-structure;Glycerol metabolism;Hydrolase;Magnesium;Metal-binding;Reference proteome
g1749,885662,Rv1693,O33195,CDS,Cytoplasmic,,hypothetical protein,,,,,,,,Reference proteome
g1750,885396,Rv1694,P9WJ63,CDS,Cytoplasmic,tlyA,16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA,genetic information processing,Ribosome biogenesis,,,,TlyA family,,3D-structure;Cell wall;Cytolysis;Cytoplasm;Hemolysis;Host cell membrane;Host membrane;Membrane;Methyltransferase;Reference proteome;Ribosome biogenesis;RNA-binding;rRNA processing;S-adenosyl-L-methionine;Secreted;Toxin;Transferase;Virulence
g1751,885660,Rv1695,P9WHV7,CDS,Cytoplasmic,ppnK,NAD kinase,,,Metabolism,Metabolism of cofactors and vitamins,Nicotinate and nicotinamide metabolism,NAD kinase family,,3D-structure;ATP-binding;Cytoplasm;Direct protein sequencing;Kinase;NAD;NADP;Nucleotide-binding;Reference proteome;Transferase
g1752,885805,Rv1696,P9WHI7,CDS,Cytoplasmic,recN,DNA repair protein RecN,genetic information processing,DNA repair and recombination proteins,,,,RecN family,,ATP-binding;DNA damage;DNA repair;Nucleotide-binding;Reference proteome
g1753,885045,Rv1697,O33198,CDS,Plasma Membrane,,SteA-like C-terminal domain-containing protein,,,,,,,,3D-structure;ATP-binding;Kinase;Membrane;Nucleotide-binding;Reference proteome;Transferase;Transmembrane;Transmembrane helix
g1754,885047,Rv1698,P9WJ83,CDS,Extracellular,mctB,Copper transporter MctB,,,,,,MctB (TC 1.B.50) family,,3D-structure;Cell outer membrane;Copper;Ion transport;Membrane;Porin;Reference proteome;Signal;Transmembrane;Transport
g1755,885048,Rv1699,P9WHK7,CDS,Cytoplasmic,pyrG,CTP synthase,,,Metabolism,Nucleotide metabolism,Pyrimidine metabolism,CTP synthase family,Pyrimidine metabolism; CTP biosynthesis via de novo pathway; CTP from UDP,3D-structure;ATP-binding;Glutamine amidotransferase;Ligase;Magnesium;Metal-binding;Nucleotide-binding;Pyrimidine biosynthesis;Reference proteome
g1756,885049,Rv1700,I6X235,CDS,Cytoplasmic,,ADP-ribose pyrophosphatase,genetic information processing,DNA repair and recombination proteins,,,,Nudix hydrolase family,,3D-structure;DNA damage;DNA repair;DNA replication;Hydrolase;Magnesium;Manganese;Metal-binding;Reference proteome
g1757,885055,Rv1701,P9WF33,CDS,Cytoplasmic,xerD,Tyrosine recombinase XerD,genetic information processing,Chromosome and associated proteins,,,,'phage' integrase family. XerD subfamily,,Cell cycle;Cell division;Chromosome partition;Cytoplasm;DNA integration;DNA recombination;DNA-binding;Reference proteome
g1758,885061,Rv1702c,P9WLT3,CDS,Cytoplasmic,,Uncharacterized protein Rv1702cMb1728c,,,,,,Rv1128c/1148c/1588c/1702c/1945/3466 family,,Reference proteome
g1759,885066,Rv1703c,L0TAD5,CDS,Cytoplasmic,,Probable O-methyltransferase Rv1703c,signaling and cellular processes,Cilium and associated proteins; Exosome,Metabolism,Amino acid metabolism,Tyrosine metabolism,class I-like SAM-binding methyltransferase superfamily. Cation-dependent O-methyltransferase family,,Direct protein sequencing;Metal-binding;Methyltransferase;Reference proteome;S-adenosyl-L-methionine;Transferase
g1760,888812,Rv1704c,O33203,CDS,Plasma Membrane,cycA,D-serine/alanine/glycine transporter protein CycA,signaling and cellular processes,Transporters,,,,amino acid-polyamine-organocation (APC) superfamily. Amino acid transporter (AAT) (TC 2.A.3.1) family,,Amino-acid transport;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
g1761,885068,Rv1705c,P9WI19,CDS,Extracellular,PPE22,Uncharacterized PPE family protein PPE22,,,,,,mycobacterial PPE family,,Reference proteome
g1762,3205102,Rv1706A,Q79FL4,CDS,Plasma Membrane,,hypothetical protein,,,,,,,,Reference proteome
g1763,885070,Rv1706c,P9WI17,CDS,Extracellular,PPE23,Uncharacterized PPE family protein PPE23,,,,,,mycobacterial PPE family,,Reference proteome
g1764,,Rv1706c.1,E2FZM4,CDS,Extracellular,socA,Uncharacterized protein SocA,,,,,,,,Reference proteome;Signal
g1765,,Rv1706c.2,E2FZM5,CDS,Extracellular,socB,Uncharacterized protein SocB,,,,,,,,Reference proteome
g1766,885073,Rv1707,O33206,CDS,Plasma Membrane,,transmembrane protein,signaling and cellular processes,Transporters,,,,,,Membrane;Reference proteome;Transmembrane;Transmembrane helix
g1767,885082,Rv1708,P9WLT1,CDS,Cytoplasmic,,Uncharacterized protein Rv1708,genetic information processing; signaling and cellular processes,Chromosome and associated proteins; Cytoskeleton proteins,,,,ParA family,,ATP-binding;Nucleotide-binding;Reference proteome
g1768,885083,Rv1709,O33208,CDS,Cytoplasmic,scpA,Segregation and condensation protein A,genetic information processing,Chromosome and associated proteins,,,,,,Chromosome partition;Reference proteome
g1769,885116,Rv1710,I6XCB2,CDS,Cytoplasmic,scpB,segregation and condensation protein ScpB,genetic information processing,Chromosome and associated proteins,,,,,,Cell cycle;Cell division;Chromosome partition;Cytoplasm;Reference proteome
g1770,885122,Rv1711,P9WHQ1,CDS,Cytoplasmic,,Uncharacterized RNA pseudouridine synthase Rv1711,genetic information processing,Ribosome biogenesis,,,,pseudouridine synthase RsuA family,,Isomerase;Reference proteome;RNA-binding
g1771,885157,Rv1712,P9WPA9,CDS,Cytoplasmic,cmk,Cytidylate kinase,,,Metabolism,Nucleotide metabolism,Pyrimidine metabolism,cytidylate kinase family. Type 1 subfamily,,ATP-binding;Cytoplasm;Direct protein sequencing;Kinase;Nucleotide-binding;Reference proteome;Transferase
g1772,885086,Rv1713,P9WNL3,CDS,Cytoplasmic,der,GTPase Der,genetic information processing,Ribosome biogenesis,,,,TRAFAC class TrmE-Era-EngA-EngB-Septin-like GTPase superfamily. EngA (Der) GTPase family,,GTP-binding;Nucleotide-binding;Reference proteome;Repeat;Ribosome biogenesis
g1773,885159,Rv1714,P9WGQ3,CDS,Cytoplasmic,,Uncharacterized oxidoreductase Rv1714,,,,,,short-chain dehydrogenases/reductases (SDR) family,,Oxidoreductase;Reference proteome
g1774,885160,Rv1715,L7N688,CDS,Cytoplasmic,fadB3,3-hydroxybutyryl-CoA dehydrogenase FadB,,,Metabolism,Carbohydrate metabolism; Amino acid metabolism; Xenobiotics biodegradation and metabolism,Butanoate metabolism; Phenylalanine metabolism; Benzoate degradation,3-hydroxyacyl-CoA dehydrogenase family,Lipid metabolism; butanoate metabolism,Oxidoreductase;Reference proteome
g1775,885162,Rv1716,O53929,CDS,Cytoplasmic,,Cyclase,,,,,,,,Reference proteome
g1776,885166,Rv1717,O86372,CDS,Cytoplasmic,,Beta-D-galactosidase Rv1717,,,,,,,,Cell wall;Glycosidase;Hydrolase;Reference proteome;Secreted
g1777,885169,Rv1718,P71976,CDS,Cytoplasmic,,3-keto-5-aminohexanoate cleavage protein,,,Metabolism,Amino acid metabolism,Lysine degradation,,,Metal-binding;Reference proteome;Transferase;Zinc
g1778,885170,Rv1719,P71977,CDS,Cytoplasmic,,HTH-type transcriptional regulator Rv1719,,,,,,,,DNA-binding;Reference proteome;Transcription;Transcription regulation
g1779,885180,Rv1720c,P9WFA3,CDS,Cytoplasmic,vapC12,Ribonuclease VapC12,signaling and cellular processes,Prokaryotic defense system,,,,PINc/VapC protein family,,Hydrolase;Magnesium;Metal-binding;Nuclease;Reference proteome;Toxin-antitoxin system
g1780,885182,Rv1721c,P9WJ53,CDS,Cytoplasmic,vapB12,Putative antitoxin VapB12,signaling and cellular processes,Prokaryotic defense system,,,,,,3D-structure;Reference proteome;Toxin-antitoxin system
g1781,885183,Rv1722,P71980,CDS,Cytoplasmic,,carboxylase,,,,,,,,ATP-binding;Nucleotide-binding;Reference proteome
g1782,885185,Rv1723,P71981,CDS,Extracellular,,hydrolase,,,,,,,,Hydrolase;Reference proteome
g1783,885189,Rv1724c,P71982,CDS,Cytoplasmic,,hypothetical protein,,,,,,,,Reference proteome
g1784,885191,Rv1725c,P71983,CDS,Cytoplasmic,,HTH hxlR-type domain-containing protein,,,,,,,,DNA-binding;Reference proteome;Transcription;Transcription regulation
g1785,885192,Rv1726,P71984,CDS,Cytoplasmic,,oxidoreductase,,,,,,oxygen-dependent FAD-linked oxidoreductase family,,FAD;Flavoprotein;Oxidoreductase;Reference proteome
g1786,887422,Rv1727,P71985,CDS,Cytoplasmic,,Mycothiol-dependent maleylpyruvate isomerase metal-binding domain-containing protein,,,,,,,,Reference proteome
g1787,885193,Rv1728c,P71986,CDS,Extracellular,,ARB-07466-like C-terminal domain-containing protein,,,,,,,,Reference proteome
g1788,885194,Rv1729c,P9WFH9,CDS,Cytoplasmic,,Putative S-adenosyl-L-methionine-dependent methyltransferase Rv1729c,,,,,,UPF0677 family,,Methyltransferase;Reference proteome;S-adenosyl-L-methionine;Transferase
g1789,885202,Rv1730c,P71988,CDS,Plasma Membrane,,penicillin-binding protein,,,,,,,,Reference proteome
g1790,885204,Rv1731,P9WNX7,CDS,Plasma Membrane,gabD2,Putative succinate-semialdehyde dehydrogenase [NADP(+)] 2,,,Metabolism,Carbohydrate metabolism; Amino acid metabolism; Metabolism of cofactors and vitamins,"Butanoate metabolism; Alanine, aspartate and glutamate metabolism; Lysine degradation; Tyrosine metabolism; Nicotinate and nicotinamide metabolism",aldehyde dehydrogenase family,,NADP;Oxidoreductase;Reference proteome
g1791,885211,Rv1732c,P71990,CDS,Cytoplasmic,,hypothetical protein,,,,,,,,Reference proteome
g1792,885214,Rv1733c,P9WLS9,CDS,Plasma Membrane,,Probable membrane protein Rv1733c,,,,,,,,Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
g1793,885212,Rv1734c,P9WLS7,CDS,Cytoplasmic,,Uncharacterized protein Rv1734c,,,,,,2-oxoacid dehydrogenase family,,Reference proteome
g1794,19394674,Rv1735a,,CDS,,,hypothetical protein,,,,,,,,
g1795,885216,Rv1735c,P9WLS5,CDS,Plasma Membrane,,Uncharacterized membrane protein Rv1735c,,,,,,,,Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
g1796,885213,Rv1736c,P9WJQ1,CDS,Plasma Membrane,narX,Nitrate reductase-like protein NarX,signaling and cellular processes,Transporters,Metabolism; Environmental Information Processing,Energy metabolism; Signal transduction,Nitrogen metabolism; Two-component system,In the N-terminal section; belongs to the nitrate reductase alpha subunit family; In the central section; belongs to the NarJ/NarW family; In the C-terminal section; belongs to the nitrate reductase gamma subunit family,,4Fe-4S;Cell membrane;Electron transport;Heme;Iron;Iron-sulfur;Membrane;Metal-binding;Molybdenum;Nitrate assimilation;Oxidoreductase;Reference proteome;Transmembrane;Transmembrane helix;Transport
g1797,885231,Rv1737c,P9WJY7,CDS,Plasma Membrane,narK2,Probable nitrate/nitrite transporter NarK2,signaling and cellular processes,Transporters,Metabolism,Energy metabolism,Nitrogen metabolism,major facilitator superfamily. Nitrate/nitrite porter (TC 2.A.1.8) family,,Cell membrane;Membrane;Nitrate assimilation;Reference proteome;Transmembrane;Transmembrane helix;Transport
g1798,885215,Rv1738,P9WLS3,CDS,Cytoplasmic,,Uncharacterized protein Rv1738,,,,,,To M.tuberculosis Rv2632c,,3D-structure;Reference proteome
g1799,887208,Rv1739c,P9WGF7,CDS,Plasma Membrane,,Probable sulfate transporter Rv1739c,signaling and cellular processes,Transporters,,,,SLC26A/SulP transporter (TC 2.A.53) family,,Cell membrane;Membrane;Reference proteome;Sulfate transport;Transmembrane;Transmembrane helix;Transport
